response_id,extra_tasks,start_date,end_date,comput_id,gender,age,education,term_no,field,mindset,intervention,ms_1,ms_2,ms_3,ms_4,cams_1,cams_2,cams_3,cams_4,cams_5,cams_6,cams_7,cams_8,cams_9,cams_10,cams_11,cams_12,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,se_1,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,risc_1,risc_2,risc_3,risc_4,risc_5,risc_6,risc_7,risc_8,risc_9,risc_10,risc_11,grit_1,grit_2,grit_3,grit_4,grit_5,grit_6,grit_7,grit_8,mc_1,mc_2,mc_3,outro_experiences_1,outro_experiences_2,outro_experiences_3,outro_experiences_4,outro_experiences_5,outro_experiences_6,outro_experiences_7,outro_experiences_8,outro_experiences_9,previous_iq_score,agq_1,agq_2,agq_3,agq_4,agq_5,agq_6,agq_7,agq_8,agq_9,agq_10,agq_11,agq_12,agt_p_1,agt_p_2,agt_p_3,agt_p_4,agt_p_5,agt_p_6,agt_p_7,agt_p_8,agt_p_9,agt_p_10,agt_p_11,agt_p_12,iq_assessed,iq_importance,iq_confid_1,meditation,coffee,alcohol,drug,what1,what2,iq_final,iq_practice,iq_real,iq_warmup,ms_mean,se_mean,cams_mean,sc_mean,risc_mean,grit_mean,agq_sap,agq_sav,agq_oap,agq_oav,agq_tap,agq_tav,agt_p_sap,agt_p_sav,agt_p_oap,agt_p_oav,agt_p_tap,agt_p_tav,out_1,out_2,out_3
R_1hXNMvt2tR5u7z0,5,2019/04/15 17:56:54,2019/04/15 18:57:51,P-422-03,Female,20,Érettségi,1,közösségszervezés,Fixed,Mindfulness,4,4,4,3,3,3,4,4,4,3,3,4,4,4,4,2,3,5,5,5,5,4,5,4,5,5,1,4,3,3,3,3,3,3,3,3,3,3,3,3,2,4,2,3,2,3,4,2,2,2,3,3,2,2,3,3,4,1,5,1,5,1,6,6,1,6,5,6,NA,7,7,5,7,7,7,5,6,7,7,7,7,7,7,5,7,7,7,5,7,7,7,7,7,Nem,Fontos.,4,Soha,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Igazából nem tudom, de az nagyon zavaró volt, és nagy stresszt tett rám, hogy az elején kiírta, hogy átlagon aluli a teljesítményem. Ez még stresszesebbé és idegesebbé tett a kitöltés során. A nyugtatás valamelyest sikerült, de az új résznél újból ugyanolyan stresszes lettem, mint elotte.","Nem igazán, bár különös volt, hogy ilyeneknél sosem szoktam ekkora stresszt átélni.",0.6666666666666666,0.29411764705882354,0.6666666666666666,0.6666666666666666,3.75,3,3.5,4.25,2.8181818181818183,2.5,6.5,7,5,7,7,7,7,7,5,7,7,7,1.5026917319296136,-1.2803560506226297,1.5084590622285432
R_1i9TJ5QvIhidouk,3,2019/11/04 17:15:24,2019/11/04 18:36:35,P-402-04,Male,20,Folyamatban lévo egyetemi tanulmányok,2,Muszaki menedzser,Fixed,Mindfulness,3,2,3,2,2,1,1,2,1,2,1,2,2,1,2,2,3,4,2,1,5,1,5,1,2,1,1,1,1,0,0,1,3,0,0,0,0,1,4,3,1,2,1,1,4,1,1,4,3,5,4,5,5,5,5,5,6,1,4,3,3,2,1,2,4,5,4,6,NA,7,7,2,7,7,4,2,7,2,7,7,7,7,7,2,7,7,1,1,7,1,7,7,7,Nem,Különösen fontos.,2,Soha,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Hogy megmutassák, hogy tudunk jobban teljesíteni, ha kizárjuk a gondolatainkat és az érzéseinket.","A végén nem mutatta meg, hogy jobban vagy rosszabbul teljesítettem-e mint az átlag.",0.5833333333333334,0.11764705882352941,0.75,0.5833333333333334,2.5,0.5555555555555556,1.5833333333333333,2.25,2.090909090909091,4.625,7,7,2,3,7,7,7,7,1.5,1,7,7,-0.517825850485777,0.2069877358063033,1.3924082149777102
R_1Ic6ydq1fjPEEjg,13,2019/10/28 17:16:00,2019/10/28 18:35:51,402-09,Female,21,Folyamatban lévo egyetemi tanulmányok,2,Muszaki menedzser,Growth,Control,5,3,2,4,3,2,4,3,4,4,3,3,4,3,4,4,3,4,3,1,3,2,5,2,2,2,3,4,2,2,3,3,2,2,2,1,2,2,3,4,3,4,4,3,3,2,4,2,3,2,2,2,1,1,1,2,5,1,4,3,5,2,2,3,4,2,3,3,NA,7,6,2,5,7,2,2,5,2,7,7,4,7,6,2,6,7,2,2,6,2,7,7,4,Nem,Fontos.,4,Havonta,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Az, hogy milyen mértékben befolyásolja az embert a rendezett környezet egy teszt kitöltésénél",Nem,0.5,0.7058823529411765,0.9166666666666666,0.5833333333333334,3.5,2.111111111111111,3.4166666666666665,2.8333333333333335,3.090909090909091,1.75,6,6.5,2,2,7,4.5,6.5,6.5,2,2,7,5,-0.7850513124488256,0.01954826176923814,-1.0238419422726923
R_1imarrc3UroIpS7,17,2020/02/17 17:55:06,2020/02/17 19:02:20,P-402-11,Female,20,Folyamatban lévo egyetemi tanulmányok,1,Matematika,Fixed,Mindfulness,2,2,2,1,2,4,1,2,4,2,1,2,2,3,2,2,2,3,2,1,2,3,1,1,1,2,3,4,3,3,2,1,2,2,3,2,1,3,3,4,2,4,4,4,3,2,4,1,3,4,5,3,3,4,2,4,2,3,5,1,5,1,5,5,3,5,3,3,NA,7,5,7,4,7,7,7,7,7,7,6,4,5,4,4,5,5,6,6,5,6,7,5,6,Nem,Különösen fontos.,5,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Összefüggések, sémák keresése a leheto legrövidebb ido alatt. Emberek teljesítményének mérése stresszhelyzetben.",Hasonló gondolkodásmódot igényelt.,0.5,0.5294117647058824,0.75,0.6666666666666666,1.75,2.111111111111111,2.25,2.0833333333333335,3.090909090909091,3.5,7,5.5,7,7,7,4,5,4.5,5,6,6,5.5,0.538423206346045,-1.3143419562887393,-1.0191020437226166
R_1IQOLBgkvnVSlLE,10,2020/02/17 17:54:48,2020/02/17 19:21:07,p-402-05,Female,31,Egyetem,1,vezetés és szervezés Msc,Growth,Mindfulness,5,4,4,4,2,3,4,3,4,2,3,3,3,3,3,3,4,4,3,5,5,4,3,5,4,4,5,5,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,3,3,3,3,2,3,2,3,2,3,1,1,1,3,4,2,1,4,2,3,4,3,2,2,3,NA,7,6,5,5,2,5,5,4,5,6,5,6,6,6,5,5,2,5,5,5,5,6,6,6,Nem,Közepesen fontos.,4,Egy héten többször,Két csészével.,Egy egységnyit fogyasztottam.,"Nem, nem használtam.","Feltehetoen nem a tényleges IQ-szint felmérése áll a teszt fókuszában, hanem a teljesítmény változása különbözo faktorok ( pl. stressz) tükrében,  illetve a személyiségjegyek és a teszten nyújtott teljesítmény kapcsolatának vizsgálata.","Különbözo ellenorzo funciók megléte,(pl kérdések ismétlése) az érzelmi állapot befolyásolása többféle módszeren keresztül",0.5,0.35294117647058826,0.75,0.25,4.25,3,3,4.25,2.5454545454545454,2,3,5.5,5,5,6.5,5.5,3.5,6,5,5,6,5.5,-0.47868383754074956,-1.10513386216963,-1.0068792499299013
R_1jADw2kUjNsKWD2,4,2020/02/20 17:50:16,2020/02/20 18:56:39,P-402-07,Female,21,Folyamatban lévo egyetemi tanulmányok,1,szlavisztika - orosz,Growth,Mindfulness,4,3,3,4,2,2,3,1,4,2,2,3,3,3,3,2,2,2,4,2,2,3,3,1,1,3,2,2,2,2,2,2,2,1,1,1,1,2,1,3,4,2,4,3,3,3,2,1,3,4,3,2,4,5,2,3,1,3,3,5,2,4,5,6,1,6,6,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,Igen,Fontos.,3,Egy héten többször,Öt csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A vizsgálat célja az volt, hogy a kutatók felmérjék, milyen eredmények születnek az adott teszt kitöltésekor egy ""otthonos"" környezetben, online.","Nem igazán. A már említett tesztem viszonylag rég volt, így nem emlékszem pontosan, milyen volt, tehát összehasonlítási alapom nem nagyon van.",0.4166666666666667,0.23529411764705882,0.3333333333333333,0.3333333333333333,3.5,1.5555555555555556,2.5,2.25,2.5454545454545454,3.25,2,2,2,2,2,2,3,3,3,3,3,2.5,1.4437484357605161,1.4932923476501065,-1.0231887090586385
R_1jdMsLmMgd2CsVV,10,2019/11/28 17:20:04,2019/11/28 18:53:33,P-402-15,Male,22,Egyetem,6,ELTE TTK Geofizika MSc,Growth,Mindfulness,2,3,3,2,3,3,3,3,1,2,3,1,3,4,4,3,2,2,5,2,3,4,5,2,1,5,4,5,2,1,2,2,2,1,2,0,3,2,3,2,4,2,4,4,4,3,1,1,3,4,4,1,3,4,2,4,5,1,5,2,3,1,4,4,3,4,3,5,NA,6,6,4,5,7,5,3,3,4,5,6,6,6,5,3,5,7,4,3,3,4,6,6,5,Nem,Fontos.,3,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A vizsgálat célja, hogy emmnyire tudj követni a résztvevo a képeken megjelent alakzatokban lévo szábályszeruséget, azaz mennyire látja komplexen az adott feladatot, ami szerintem az IQ méroszáma. A kutatók célja, hogy adott körülmények  (labor) között vizsgálják a résztvevok teljesítményét, majd összehasonlítsák egy másik kísérlettel. További cél, hogy ""képet"" kapjanak egy átlagos IQ szintrol és ebbol következményeket vonjanak le a korábban megadott személyes adatok (életkor, nem, stb.) alapján.","Oszintén szólva számomra nem volt semmilyen feltuno, vagy különös dolog.",0.5833333333333334,0.5882352941176471,0.8333333333333334,0.25,2.5,1.6666666666666667,2.75,3.3333333333333335,2.727272727272727,3.125,5,6,3.5,4.5,5.5,5.5,5,5.5,3,4,6,5,0.1025459150283719,-0.5783153286459712,0.6456144663260927
R_1joEo1BML97JKMC,3,2019/10/10 17:31:22,2019/10/10 18:58:02,P-422-22,Female,20,Folyamatban lévo egyetemi tanulmányok,2,Biológia,Growth,Mindfulness,4,3,3,4,3,2,2,2,2,2,3,2,2,3,3,2,3,3,2,2,2,3,2,3,2,3,3,3,2,2,2,2,2,1,1,1,1,3,2,3,4,1,1,2,2,2,1,1,3,4,4,3,3,4,3,3,4,1,3,3,4,3,4,4,2,4,4,3,NA,7,6,4,6,5,7,5,5,7,6,6,5,7,6,5,6,5,7,5,5,7,6,6,6,Nem,Fontos.,3,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Azt vizsgálta,hogy mennyire befolyásolja egy idegen környezet a képességeinket és, hogy stresszesebb-e így a kitöltés, mint otthon.",Nem.,0.4166666666666667,0.17647058823529413,0.9166666666666666,0.6666666666666666,3.5,1.5555555555555556,2.3333333333333335,2.5833333333333335,2,3.375,5,6,4.5,7,6.5,5.5,5,6,5,7,6.5,6,0.2997815988725641,0.17319369034224777,-1.0277258033212668
R_1joIhsvjhhFAls7,1,2019/12/02 17:24:49,2019/12/02 18:40:40,11,Male,19,Folyamatban lévo egyetemi tanulmányok,0,pszichológia,Growth,Control,3,3,4,3,3,2,2,2,3,3,3,3,4,4,3,3,4,3,4,2,3,2,2,5,2,3,2,3,2,2,2,2,3,2,2,2,2,2,3,3,4,3,3,4,4,3,3,2,3,3,3,3,2,2,4,3,3,3,4,3,2,3,4,3,2,4,5,5,NA,7,7,7,7,7,7,7,5,7,7,7,5,5,6,4,5,4,4,4,3,4,5,6,5,Nem,Különösen fontos.,5,Heti egyszer,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A kutatók célja kideríteni, hogy ugyanolyan valid eredményeket tudnak-e produkálni a teszt kitöltoi otthon, kényelmes környezetben, mint laboratóriumi körülmények között. Megpróbálnak beemelni plusz feladatokat az eredeti Stanford-Binet tesztbe.","Talán az, hogy háttérinformációval szolgált az agy muködésével kapcsolatban, valamint az alkohol és koffein szellemi teljesítményen gyakorolt hatásairól.",0.5833333333333334,0.058823529411764705,0.8333333333333334,0.4166666666666667,3.25,2.111111111111111,2.9166666666666665,2.9166666666666665,3.090909090909091,2.875,6,7,7,7,7,6,3.5,6,4,4,5,5,0.27773259397894806,0.3502510546652004,0.6168533615496966
R_1jqRfKrUQU1SBOr,1,2020/02/24 17:44:31,2020/02/24 18:58:42,402-01,Male,21,Érettségi,5,programtervezo informatika,Growth,Mindfulness,5,4,4,4,4,3,4,2,1,3,4,1,4,3,4,2,5,5,4,3,5,4,5,3,4,3,2,4,3,3,2,3,3,2,2,3,3,4,4,3,4,2,2,2,2,3,2,3,3,2,2,3,2,3,3,4,4,2,1,2,5,1,1,1,5,2,2,2,NA,7,6,5,6,7,5,5,5,5,7,7,7,4,7,6,7,7,5,5,6,5,7,7,7,Nem,Fontos.,5,Soha,Két csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Arról, hogy megvizsgálják olyan laboratóriumi körülmények között és otthoni körülmények között is, azt, hogy hogyan lehet teljesíteni ezt a tesztet és megvizsgálják mi volt a különbség. Egyben ez egy intelligencia teszt is volt. Amely alapján fel lehet mérni egy személy IQ-ját.",Nem,0.5,0.058823529411764705,0.5833333333333334,0.5833333333333334,4.25,2.6666666666666665,2.9166666666666665,3.9166666666666665,2.8181818181818183,2.75,6,6.5,5,5,7,6.5,6.5,7,5.5,5,5.5,7,-1.525135009595198,-0.5945866069801138,-1.9085951425460168
R_1jvbEJA8KRkHXJK,5,2020/02/20 17:50:22,2020/02/20 19:00:30,P-402-04,Female,24,Folyamatban lévo egyetemi tanulmányok,4,Koreanisztika MA,Fixed,Control,3,4,3,3,2,3,2,1,2,2,2,3,1,2,1,3,3,3,4,2,3,3,4,4,4,3,1,3,2,2,1,2,2,2,2,2,2,2,2,4,3,2,1,4,2,2,4,1,1,4,3,2,2,3,1,1,3,1,3,1,5,4,5,5,4,4,5,6,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Nem,Különösen fontos.,5,Havonta,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Szerintem a kutatók célja az volt, hogy megvizsgálják az emberek teljesítményét, úgy, hogy minden feladatnál van idokorlát. Szerintem ez akkor is stresszhezetbe hozza az embereket, ha igazából nem is lényeges számukra a teszt eredményye. Ilyenkor azt is el lehet rontani amit egyébként meg tud oldani az illeto.",Nem.,0.5833333333333334,0.29411764705882354,0.5833333333333334,0.5833333333333334,3.25,1.8888888888888888,2,3.0833333333333335,2.4545454545454546,2.125,7,7,7,7,7,7,7,7,7,7,7,7,0.5665788050872282,-1.0040784594956067,1.475849235711891
R_1K2XyzRHihOhmWc,7,2019/12/05 17:22:48,2019/12/05 18:31:16,P-402-09,Female,21,Folyamatban lévo egyetemi tanulmányok,0,szlavisztika (orosz szakirány),Fixed,Control,5,4,5,5,4,2,3,2,3,3,2,3,3,4,3,3,2,3,3,2,3,3,2,1,1,4,1,2,2,2,1,2,2,1,1,1,1,2,2,3,4,1,2,2,3,2,3,1,3,3,4,2,4,2,3,1,5,2,4,2,5,1,3,3,4,2,2,3,3,7,7,6,6,7,6,6,2,6,6,7,7,6,6,6,5,6,6,6,6,6,6,6,6,Igen,Fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A vizsgálat az intelligencia vizsgálatáról szólt, célja, hogy megvizsgálja, hogy otthoni körülmények között is lehet-e olyan pontosan mérni, mint laboratóriumi körülmények között.",Nem.,0.5833333333333334,0.29411764705882354,0.9166666666666666,0.5833333333333334,4.75,1.4444444444444444,2.9166666666666665,2.25,2.272727272727273,2.75,4.5,7,6,6,6.5,6.5,6,6,6,6,6,5.5,-0.763795612679268,-0.6829073875646259,-1.011892048933836
R_1Kd6HSx9ihaX4pm,10,2019/09/26 17:18:23,2019/09/26 19:01:02,21,Female,21,Folyamatban lévo egyetemi tanulmányok,2,Közösségszervezés,Growth,Control,4,5,5,4,3,3,3,4,2,2,2,2,4,4,3,3,1,4,4,4,4,3,3,3,3,4,1,4,3,2,1,2,2,2,2,1,1,2,2,3,2,2,3,2,3,3,4,2,3,2,3,4,2,2,2,2,5,2,3,5,3,3,3,5,4,6,5,5,NA,7,6,1,5,6,5,4,4,5,7,6,2,7,6,4,6,7,6,4,5,6,7,6,3,Nem,Fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Ugyanolyan sémára épülo feladatokkal felmérni az intelligencia szintünket, amik bázisul szolgálnak majd egy gondolom hasonló, vagy ugyanilyen feladatokból álló kísérletnél, amit majd otthon kell elvégezni, felmérve ezzel azt, hogy befolyásolja-e a környezet a teszt eredményeit, vagy sem.","Egyre nehezebbek voltak a feladványok, bár ez le is volt írva, szóval nem biztos, hogy ez a jó válasz. Illetve sokszor olyan érzésem volt, mintha szinte semmi kapcsolat nem lett volna az ábrák közt.",0.5,0.5882352941176471,0.5833333333333334,0.5833333333333334,4.5,1.7777777777777777,2.9166666666666665,3.1666666666666665,2.5454545454545454,2.5,5,6,2.5,5,7,3.5,6,6,4,6,7,4.5,0.5558156189318062,1.3082554140926685,0.6100854596572601
R_1kUKhytZ73Fc6C4,3,2019/10/24 17:29:31,2019/10/24 18:43:04,P-402-18,Female,19,Folyamatban lévo egyetemi tanulmányok,0,pszichológia,Fixed,Mindfulness,5,4,5,6,3,2,2,2,4,3,3,3,3,4,3,3,1,2,4,3,4,3,3,2,2,4,1,4,3,3,1,3,2,2,2,1,1,3,3,3,4,2,2,3,4,3,3,3,3,3,2,2,3,3,3,2,3,3,5,3,4,4,5,5,2,4,4,5,NA,7,6,6,7,6,6,6,3,6,7,7,7,6,6,5,6,7,5,5,3,5,6,7,7,Nem,Fontos.,3,Havonta,Két csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.",A teszt az érzelmek intelligenciára gyakorolt hatását vizsgálta.,Különösen nagy hangsúlyt kapott a kérdések során az én lelkiállapotom és a nyugalmam.,0.5,0.17647058823529413,0.9166666666666666,0.5,5,2,2.9166666666666665,2.75,3,2.625,4.5,6.5,6,6,7,7,5,6.5,5,5,6,6.5,0.6387188796273162,0.2108833270656664,0.6652119237120854
R_1kZYkzNN6FXIbeg,2,2020/03/05 17:59:36,2020/03/05 19:01:47,P-402-05,Male,28,Egyetem,1,Vezetés és szervezés,Growth,Control,2,2,2,2,4,2,2,3,4,3,3,4,3,4,4,3,2,3,3,1,4,3,5,1,1,2,1,1,3,3,2,2,2,2,1,1,1,1,4,2,4,2,2,3,3,2,3,1,3,1,3,2,1,4,1,4,3,2,4,4,2,4,4,4,3,3,5,3,NA,7,6,5,7,5,7,6,5,7,7,6,6,7,6,5,5,4,4,4,4,5,6,5,5,Igen,Fontos.,5,Soha,Négy csészével.,Öt egységnyit fogyasztottam.,"Nem, nem használtam.","Egy normál képességvizsgálatnak írnám le, amibe bele volt csepegtetve plusz információ: javíthatunk a saját képességeinken az életmód és gyakorlás segítségével.","Nem igazán értettem ezeket a plusz infókat, eloször arra gondoltam, hogy lesz belole majd késobb kérdés. 

Másik: a bemelegíto feladatok nehezebbek voltak, mint az éles. Továbbá, ami tétre ment feladat arra jobban rákoncentráltam, mint a nem élesre.",0.5833333333333334,0.11764705882352941,0.8333333333333334,0.6666666666666666,2,1.8888888888888888,3.25,2.25,2.4545454545454546,2.375,5,6,5.5,7,7,6.5,4,5.5,4.5,4.5,6.5,5,0.18216762195506964,0.9544169947388604,-1.0287131210410774
R_1lbFWUAIy2NWOUx,5,2019/05/02 17:57:50,2019/05/02 19:01:27,p-422-02,Female,22,Folyamatban lévo egyetemi tanulmányok,3,angol német tanári,Fixed,Mindfulness,5,4,5,5,4,2,1,2,1,3,2,2,2,3,3,4,1,1,3,1,1,4,2,4,1,2,1,1,2,2,2,2,2,1,1,2,2,2,3,3,1,2,1,2,3,3,3,1,3,4,3,1,3,2,2,1,3,2,3,2,3,2,5,5,2,5,5,6,NA,3,5,6,6,6,6,6,5,6,6,6,5,4,4,5,5,5,5,6,5,6,6,6,6,Nem,Különösen fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Célja az intellektuális készségek mérése volt, hogy mennyire vagyunk ""okosak"".","Az, hogy idore ment és láttam számlálót stresszhez vezetett, így nem tudtam mindig megfeleloen gondolkozni.",0.4166666666666667,0.23529411764705882,0.6666666666666666,0.4166666666666667,4.75,1.7777777777777777,2.4166666666666665,1.8333333333333333,2.1818181818181817,2.375,5.5,5.5,6,6,4.5,5.5,5,5,5.5,5.5,5,5.5,0.9341246703363617,-0.4677832366250074,1.4840354027968368
R_1LbTTKS8yHLEDsw,7,2019/10/28 17:17:01,2019/10/28 18:39:19,P-402-14,Female,19,Folyamatban lévo egyetemi tanulmányok,2,ELTE Bárczi Gusztáv Gyógypedagógiai Kar,Fixed,Control,4,4,4,4,3,1,4,3,3,3,3,3,4,3,3,3,3,4,3,3,4,4,3,2,2,2,3,4,3,3,2,3,3,3,3,3,1,3,2,4,4,4,3,2,3,3,4,1,3,2,2,1,2,3,2,2,6,1,3,1,5,5,2,1,5,3,4,1,NA,6,7,5,6,7,5,5,6,6,7,7,5,7,7,5,7,7,5,5,6,5,7,7,6,Nem,Fontos.,6,Egy héten többször,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Szerintem többek között az is lehetett a célja, hogy a stressz mennyiben befolyásolja a teszt (sikeres) kitöltését.","Az alternatív feladatoknál megkérdezték többször is, hogy szeretnénk-e többet csinálni, de közben is bármikor abbahagyhattuk. Szerintem ez így nagyon jó volt.",0.5,0.4117647058823529,0.8333333333333334,0.5,4,2.6666666666666665,3,3.0833333333333335,3,2.125,6.5,7,5,5.5,6.5,5.5,6.5,7,5,5,7,6.5,-1.0141333039190943,-0.7396076331350749,-2.799228995581898
R_1LFjWFCo2jQQbC6,1,2019/09/26 16:03:43,2019/09/26 18:45:26,P-402-06,Female,36,Egyetem,0,pszichológia,Growth,Control,3,3,3,2,3,2,2,2,2,2,3,3,2,2,3,3,2,3,2,3,3,4,3,3,2,3,2,2,2,2,2,2,1,2,2,1,2,2,3,3,4,3,3,3,3,3,3,2,3,4,3,2,3,4,3,2,3,3,4,1,4,1,5,6,2,5,5,5,NA,5,7,4,6,6,6,3,3,5,6,7,3,6,6,3,6,6,3,3,5,4,5,7,3,Nem,Fontos.,4,Soha,Egy csészével.,Három egységnyit fogyasztottam.,"Nem, nem használtam.","A vizsgálat az intelligencia felmérését szolgálta, amely laboratóriumi körülmények között zajlott. Ezzel elkerülheto a zavaró külso tényezok befolyásoló hatása.","Azt vettem észre, hogy nagyon nehéz volt, illetve rövid volt a gondolkozási ido.. :-)",0.4166666666666667,0.058823529411764705,0.5833333333333334,0.25,2.75,1.7777777777777777,2.4166666666666665,2.6666666666666665,2.909090909090909,3,4.5,7,3.5,5.5,5.5,4.5,5.5,6.5,3,3.5,5.5,4.5,1.105960187259997,-1.2249776758576867,0.669575789816487
R_1LGdehL8iENGLyf,13,2019/10/17 17:19:02,2019/10/17 18:38:50,P-422-19,Female,19,Folyamatban lévo egyetemi tanulmányok,0,"újlatin nyelvek, francia szakirány",Fixed,Mindfulness,3,3,3,2,4,2,2,2,3,4,3,3,3,3,3,4,2,3,3,4,4,3,4,2,3,3,1,3,3,3,2,2,3,2,2,2,1,2,3,3,1,1,3,3,3,4,2,2,3,2,2,1,2,2,1,1,4,1,4,1,5,1,4,3,5,2,3,4,NA,6,7,6,6,7,6,6,4,5,6,7,5,6,7,4,5,6,5,5,4,5,6,7,5,Nem,Különösen fontos.,4,Havonta,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A vizsgálat egyfajta IQ-teszt kipróbálásáról szólt. A kutatól célja leginkább az volt, hogy a körülményeket is figyelembe véve pontos képet kapjanak a tesztrol, az eredményekrol.","Más hasonló tesztekhez hasonló volt, így nem tudnék kiemelni semmit különöset.",0.5833333333333334,0.6470588235294118,0.8333333333333334,0.6666666666666666,2.75,2.2222222222222223,3,2.9166666666666665,2.4545454545454546,1.75,5.5,7,6,5.5,6,5.5,5,7,4.5,5,6,5,-0.5853690879818133,-1.2666851522011504,-0.18302975737485203
R_1Ltk2D0Q1KMl8fc,1,2019/04/11 18:08:58,2019/04/11 19:13:15,422-22,Female,29,Egyetem,14,Coach - üzleti edzo,Growth,Mindfulness,2,2,2,2,2,3,3,4,4,1,3,4,3,3,2,1,1,4,5,2,5,5,4,1,4,3,1,3,2,2,3,2,2,2,2,0,2,4,2,4,1,1,1,2,1,1,4,4,5,4,3,2,2,4,1,1,2,4,3,6,1,6,6,6,1,1,1,3,NA,1,5,2,2,7,6,6,6,6,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,Nem,Közepesen fontos.,4,Soha,Egy csészével.,Három egységnyit fogyasztottam.,"Nem, nem használtam.","Ebben a vizsgálatban laboratóriumi körülmények között vizsgálták az IQ-met. A kísérletben szerepet játszott az intelligencia fejleszhetosége, az ehhez kapcsolódó attitudjeim és ennek változása (esetlegesen) a teszt kitöltése során.

Az éles teszt kitöltése elott a 9 perces gyakorlat azt gondolom, azért volt, hogy valamennyire fókuszálja a figyelmemet, megérkezzek ehhez a kísérleti szituációhoz, testi tudatosságom teljes birtokában folytassam a kitöltést, ezáltal jobb eredményt elérve az éles körben.","A vége számomra feldolgozhatatlanul nehéz volt, ezért fel is adtam. 
Az IQ-tesztet attitudvizsgálattal vegyítették, innovatív kombináció.",0.5,0.058823529411764705,0.6666666666666666,0.3333333333333333,2,1.8888888888888888,2.75,3.1666666666666665,2.272727272727273,2.75,6.5,5.5,4,6,1.5,1.5,1,1,1,1,1,1,0.23274965388097796,2.1816864361618022,-0.9189028122651969
R_1mlwxp8Ymd7wjvc,5,2019/05/06 18:03:03,2019/05/06 19:10:28,P-422-21,Female,25,Folyamatban lévo egyetemi tanulmányok,1,emberi eroforrás tanácsadó,Growth,Mindfulness,6,5,6,5,3,3,2,2,4,3,1,3,4,4,3,3,3,2,3,2,3,3,3,1,1,1,1,2,2,2,0,2,2,1,1,1,0,3,3,3,4,3,2,2,3,3,1,1,3,5,2,2,4,2,4,2,4,1,1,3,4,3,4,4,2,3,4,4,NA,6,6,5,6,7,6,6,5,6,6,6,6,6,6,5,6,6,6,5,5,6,6,6,6,Nem,Különösen fontos.,4,Soha,Két csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A vizsgálat az intellektuális készségeinket mérte. Szeretnék összemérni, hogy otthoni körülmények közt és laboratóriumi körülmények közt  akitöltés eredménye változik-e.","hasonlítottak a feladatok azokhoz, amiket gyerekeknél szoktunk alkalmazni, csak bonyolultabbak voltak.",0.4166666666666667,0.29411764705882354,0.3333333333333333,0.08333333333333333,5.5,1.2222222222222223,2.9166666666666665,2.0833333333333335,2.5454545454545454,3,6,6,5.5,6,6,6,5.5,6,5,6,6,6,0.1701791500780656,0.1727648001699983,-0.17160281739749955
