response_id,extra_tasks,start_date,end_date,comput_id,gender,age,education,term_no,field,mindset,intervention,ms_1,ms_2,ms_3,ms_4,cams_1,cams_2,cams_3,cams_4,cams_5,cams_6,cams_7,cams_8,cams_9,cams_10,cams_11,cams_12,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,se_1,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,risc_1,risc_2,risc_3,risc_4,risc_5,risc_6,risc_7,risc_8,risc_9,risc_10,risc_11,grit_1,grit_2,grit_3,grit_4,grit_5,grit_6,grit_7,grit_8,mc_1,mc_2,mc_3,outro_experiences_1,outro_experiences_2,outro_experiences_3,outro_experiences_4,outro_experiences_5,outro_experiences_6,outro_experiences_7,outro_experiences_8,outro_experiences_9,previous_iq_score,agt_p_1,agt_p_2,agt_p_3,agt_p_4,agt_p_5,agt_p_6,agt_p_7,agt_p_8,agt_p_9,agt_p_10,agt_p_11,agt_p_12,iq_assessed,iq_importance,iq_confid_1,meditation,coffee,alcohol,drug,what1,what2
R_1joIhsvjhhFAls7,1,2019/12/02 17:24:49,2019/12/02 18:40:40,11,Male,19,Folyamatban lévo egyetemi tanulmányok,0,pszichológia,Growth,Control,4,3,3,4,3,3,2,2,3,2,2,3,4,4,3,3,2,3,4,4,3,2,2,1,4,3,4,3,2,2,1,2,0,2,2,1,1,2,3,3,4,3,3,4,4,3,3,2,3,3,3,3,2,2,2,3,3,3,4,3,2,3,4,3,2,4,5,5,NA,5,6,4,5,4,4,4,3,4,5,6,5,Nem,Különösen fontos.,5,Heti egyszer,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A kutatók célja kideríteni, hogy ugyanolyan valid eredményeket tudnak-e produkálni a teszt kitöltoi otthon, kényelmes környezetben, mint laboratóriumi körülmények között. Megpróbálnak beemelni plusz feladatokat az eredeti Stanford-Binet tesztbe.","Talán az, hogy háttérinformációval szolgált az agy muködésével kapcsolatban, valamint az alkohol és koffein szellemi teljesítményen gyakorolt hatásairól."
R_1jqRfKrUQU1SBOr,1,2020/02/24 17:44:31,2020/02/24 18:58:42,402-01,Male,21,Érettségi,5,programtervezo informatika,Growth,Mindfulness,2,4,3,3,4,2,4,2,1,2,1,1,4,3,4,2,1,5,4,3,5,4,5,3,2,3,4,2,3,3,1,3,0,2,2,0,0,4,4,3,4,2,2,2,2,3,2,3,3,4,2,3,2,3,3,2,4,2,1,2,5,1,1,1,5,2,2,2,NA,4,7,6,7,7,5,5,6,5,7,7,7,Nem,Fontos.,5,Soha,Két csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Arról, hogy megvizsgálják olyan laboratóriumi körülmények között és otthoni körülmények között is, azt, hogy hogyan lehet teljesíteni ezt a tesztet és megvizsgálják mi volt a különbség. Egyben ez egy intelligencia teszt is volt. Amely alapján fel lehet mérni egy személy IQ-ját.",Nem
R_1jvbEJA8KRkHXJK,5,2020/02/20 17:50:22,2020/02/20 19:00:30,P-402-04,Female,24,Folyamatban lévo egyetemi tanulmányok,4,Koreanisztika MA,Fixed,Control,4,4,4,4,2,2,2,1,2,3,3,3,1,2,1,3,3,3,4,4,3,3,4,2,2,3,5,3,2,2,2,2,1,2,2,1,1,2,2,4,3,2,1,4,2,2,4,1,1,2,3,4,2,3,5,5,3,1,3,1,5,4,5,5,4,4,5,6,NA,7,7,7,7,7,7,7,7,7,7,7,7,Nem,Különösen fontos.,5,Havonta,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Szerintem a kutatók célja az volt, hogy megvizsgálják az emberek teljesítményét, úgy, hogy minden feladatnál van idokorlát. Szerintem ez akkor is stresszhezetbe hozza az embereket, ha igazából nem is lényeges számukra a teszt eredményye. Ilyenkor azt is el lehet rontani amit egyébként meg tud oldani az illeto.",Nem.
R_1K2XyzRHihOhmWc,7,2019/12/05 17:22:48,2019/12/05 18:31:16,P-402-09,Female,21,Folyamatban lévo egyetemi tanulmányok,0,szlavisztika (orosz szakirány),Fixed,Control,2,4,2,2,4,3,3,2,3,2,3,3,3,4,3,3,4,3,3,4,3,3,2,5,5,4,5,4,2,2,2,2,1,1,1,2,2,2,2,3,4,1,2,2,3,2,3,1,3,3,4,4,4,2,3,5,5,2,4,2,5,1,3,3,4,2,2,3,3,6,6,6,5,6,6,6,6,6,6,6,6,Igen,Fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A vizsgálat az intelligencia vizsgálatáról szólt, célja, hogy megvizsgálja, hogy otthoni körülmények között is lehet-e olyan pontosan mérni, mint laboratóriumi körülmények között.",Nem.
R_1Kd6HSx9ihaX4pm,10,2019/09/26 17:18:23,2019/09/26 19:01:02,21,Female,21,Folyamatban lévo egyetemi tanulmányok,2,Közösségszervezés,Growth,Control,3,5,2,3,3,2,3,4,2,3,3,2,4,4,3,3,5,4,4,2,4,3,3,3,3,4,5,2,3,2,2,2,1,2,2,2,2,2,2,3,2,2,3,2,3,3,4,2,3,4,3,2,2,2,4,4,5,2,3,5,3,3,3,5,4,6,5,5,NA,7,6,4,6,7,6,4,5,6,7,6,3,Nem,Fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Ugyanolyan sémára épülo feladatokkal felmérni az intelligencia szintünket, amik bázisul szolgálnak majd egy gondolom hasonló, vagy ugyanilyen feladatokból álló kísérletnél, amit majd otthon kell elvégezni, felmérve ezzel azt, hogy befolyásolja-e a környezet a teszt eredményeit, vagy sem.","Egyre nehezebbek voltak a feladványok, bár ez le is volt írva, szóval nem biztos, hogy ez a jó válasz. Illetve sokszor olyan érzésem volt, mintha szinte semmi kapcsolat nem lett volna az ábrák közt."
R_1kUKhytZ73Fc6C4,3,2019/10/24 17:29:31,2019/10/24 18:43:04,P-402-18,Female,19,Folyamatban lévo egyetemi tanulmányok,0,pszichológia,Fixed,Mindfulness,2,4,2,1,3,3,2,2,4,2,2,3,3,4,3,3,5,2,4,3,4,3,3,4,4,4,5,2,3,3,2,3,1,2,2,2,2,3,3,3,4,2,2,3,4,3,3,3,3,3,2,4,3,3,3,4,3,3,5,3,4,4,5,5,2,4,4,5,NA,6,6,5,6,7,5,5,3,5,6,7,7,Nem,Fontos.,3,Havonta,Két csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.",A teszt az érzelmek intelligenciára gyakorolt hatását vizsgálta.,Különösen nagy hangsúlyt kapott a kérdések során az én lelkiállapotom és a nyugalmam.
R_1kZYkzNN6FXIbeg,2,2020/03/05 17:59:36,2020/03/05 19:01:47,P-402-05,Male,28,Egyetem,1,Vezetés és szervezés,Growth,Control,5,2,5,5,4,3,2,3,4,2,2,4,3,4,4,3,4,3,3,5,4,3,5,5,5,2,5,5,3,3,1,2,1,2,1,2,2,1,4,2,4,2,2,3,3,2,3,1,3,5,3,4,1,4,5,2,3,2,4,4,2,4,4,4,3,3,5,3,NA,7,6,5,5,4,4,4,4,5,6,5,5,Igen,Fontos.,5,Soha,Négy csészével.,Öt egységnyit fogyasztottam.,"Nem, nem használtam.","Egy normál képességvizsgálatnak írnám le, amibe bele volt csepegtetve plusz információ: javíthatunk a saját képességeinken az életmód és gyakorlás segítségével.","Nem igazán értettem ezeket a plusz infókat, eloször arra gondoltam, hogy lesz belole majd késobb kérdés. 

Másik: a bemelegíto feladatok nehezebbek voltak, mint az éles. Továbbá, ami tétre ment feladat arra jobban rákoncentráltam, mint a nem élesre."
R_1lbFWUAIy2NWOUx,5,2019/05/02 17:57:50,2019/05/02 19:01:27,p-422-02,Female,22,Folyamatban lévo egyetemi tanulmányok,3,angol német tanári,Fixed,Mindfulness,2,4,2,2,4,3,1,2,1,2,3,2,2,3,3,4,5,1,3,5,1,4,2,2,5,2,5,5,2,2,1,2,1,1,1,1,1,2,3,3,1,2,1,2,3,3,3,1,3,2,3,5,3,2,4,5,3,2,3,2,3,2,5,5,2,5,5,6,NA,4,4,5,5,5,5,6,5,6,6,6,6,Nem,Különösen fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Célja az intellektuális készségek mérése volt, hogy mennyire vagyunk ""okosak"".","Az, hogy idore ment és láttam számlálót stresszhez vezetett, így nem tudtam mindig megfeleloen gondolkozni."
R_1LbTTKS8yHLEDsw,7,2019/10/28 17:17:01,2019/10/28 18:39:19,P-402-14,Female,19,Folyamatban lévo egyetemi tanulmányok,2,ELTE Bárczi Gusztáv Gyógypedagógiai Kar,Fixed,Control,3,4,3,3,3,4,4,3,3,2,2,3,4,3,3,3,3,4,3,3,4,4,3,4,4,2,3,2,3,3,1,3,0,3,3,0,2,3,2,4,4,4,3,2,3,3,4,1,3,4,2,5,2,3,4,4,6,1,3,1,5,5,2,1,5,3,4,1,NA,7,7,5,7,7,5,5,6,5,7,7,6,Nem,Fontos.,6,Egy héten többször,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Szerintem többek között az is lehetett a célja, hogy a stressz mennyiben befolyásolja a teszt (sikeres) kitöltését.","Az alternatív feladatoknál megkérdezték többször is, hogy szeretnénk-e többet csinálni, de közben is bármikor abbahagyhattuk. Szerintem ez így nagyon jó volt."
R_1LFjWFCo2jQQbC6,1,2019/09/26 16:03:43,2019/09/26 18:45:26,P-402-06,Female,36,Egyetem,0,pszichológia,Growth,Control,4,3,4,5,3,3,2,2,2,3,2,3,2,2,3,3,4,3,2,3,3,4,3,3,4,3,4,4,2,2,1,2,2,2,2,2,1,2,3,3,4,3,3,3,3,3,3,2,3,2,3,4,3,4,3,4,3,3,4,1,4,1,5,6,2,5,5,5,NA,6,6,3,6,6,3,3,5,4,5,7,3,Nem,Fontos.,4,Soha,Egy csészével.,Három egységnyit fogyasztottam.,"Nem, nem használtam.","A vizsgálat az intelligencia felmérését szolgálta, amely laboratóriumi körülmények között zajlott. Ezzel elkerülheto a zavaró külso tényezok befolyásoló hatása.","Azt vettem észre, hogy nagyon nehéz volt, illetve rövid volt a gondolkozási ido.. :-)"
R_1LGdehL8iENGLyf,13,2019/10/17 17:19:02,2019/10/17 18:38:50,P-422-19,Female,19,Folyamatban lévo egyetemi tanulmányok,0,"újlatin nyelvek, francia szakirány",Fixed,Mindfulness,4,3,4,5,4,3,2,2,3,1,2,3,3,3,3,4,4,3,3,2,4,3,4,4,3,3,5,3,3,3,1,2,0,2,2,1,2,2,3,3,1,1,3,3,3,4,2,2,3,4,2,5,2,2,5,5,4,1,4,1,5,1,4,3,5,2,3,4,NA,6,7,4,5,6,5,5,4,5,6,7,5,Nem,Különösen fontos.,4,Havonta,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A vizsgálat egyfajta IQ-teszt kipróbálásáról szólt. A kutatól célja leginkább az volt, hogy a körülményeket is figyelembe véve pontos képet kapjanak a tesztrol, az eredményekrol.","Más hasonló tesztekhez hasonló volt, így nem tudnék kiemelni semmit különöset."
R_1Ltk2D0Q1KMl8fc,1,2019/04/11 18:08:58,2019/04/11 19:13:15,422-22,Female,29,Egyetem,14,Coach - üzleti edzo,Growth,Mindfulness,5,2,5,5,2,2,3,4,4,4,2,4,3,3,2,1,5,4,5,4,5,5,4,5,2,3,5,3,2,2,0,2,1,2,2,3,1,4,2,4,1,1,1,2,1,1,4,4,5,2,3,4,2,4,5,5,2,4,3,6,1,6,6,6,1,1,1,3,NA,1,1,1,1,1,1,1,1,1,1,1,1,Nem,Közepesen fontos.,4,Soha,Egy csészével.,Három egységnyit fogyasztottam.,"Nem, nem használtam.","Ebben a vizsgálatban laboratóriumi körülmények között vizsgálták az IQ-met. A kísérletben szerepet játszott az intelligencia fejleszhetosége, az ehhez kapcsolódó attitudjeim és ennek változása (esetlegesen) a teszt kitöltése során.

Az éles teszt kitöltése elott a 9 perces gyakorlat azt gondolom, azért volt, hogy valamennyire fókuszálja a figyelmemet, megérkezzek ehhez a kísérleti szituációhoz, testi tudatosságom teljes birtokában folytassam a kitöltést, ezáltal jobb eredményt elérve az éles körben.","A vége számomra feldolgozhatatlanul nehéz volt, ezért fel is adtam. 
Az IQ-tesztet attitudvizsgálattal vegyítették, innovatív kombináció."
R_1mlwxp8Ymd7wjvc,5,2019/05/06 18:03:03,2019/05/06 19:10:28,P-422-21,Female,25,Folyamatban lévo egyetemi tanulmányok,1,emberi eroforrás tanácsadó,Growth,Mindfulness,1,5,1,2,3,2,2,2,4,2,4,3,4,4,3,3,3,2,3,4,3,3,3,5,5,1,5,4,2,2,3,2,1,1,1,2,3,3,3,3,4,3,2,2,3,3,1,1,3,1,2,4,4,2,2,4,4,1,1,3,4,3,4,4,2,3,4,4,NA,6,6,5,6,6,6,5,5,6,6,6,6,Nem,Különösen fontos.,4,Soha,Két csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A vizsgálat az intellektuális készségeinket mérte. Szeretnék összemérni, hogy otthoni körülmények közt és laboratóriumi körülmények közt  akitöltés eredménye változik-e.","hasonlítottak a feladatok azokhoz, amiket gyerekeknél szoktunk alkalmazni, csak bonyolultabbak voltak."
R_1MSbsS1aA6owrWA,14,2019/11/28 17:19:05,2019/11/28 18:55:25,P-402-16,Female,21,Folyamatban lévo egyetemi tanulmányok,4,ANGOL,Fixed,Mindfulness,4,3,5,5,4,3,4,4,2,2,2,3,4,4,3,4,5,1,2,5,3,3,2,5,5,2,4,4,3,3,0,3,0,3,3,1,2,3,2,4,2,2,4,3,2,2,3,1,2,3,5,4,2,3,4,4,1,1,5,6,2,5,4,4,2,3,2,5,NA,7,6,2,7,7,6,4,7,7,7,7,7,Nem,Különösen fontos.,4,Soha,Semennyit.,Két egységnyit fogyasztottam.,"Nem, nem használtam.","Szerintem ez a teszt arról szólt, hogy kiderüljön a kutatók számára, hogy mennyivel jobb eredményt érnek el azok, akik otthon, nyugodt környezetben végzik el az IQ tesztet mint azok, akik bent a laborban, számomra kevésbé nyugodt környezetben. A vizsgálat céljának azt is kituzném, hogy mellesleg milyen intelligenciával rendelkezik az átlag. Továbbá hogy mennyivel teljesítenek jobban az emberek ha bemelegítenek (lsd. alternatív feladatok) illetve hogy mennyivel romlik vagy javul a szint ha tudják, hogy élesbe megy a teszt. 
Szerintem a kutatók célja az ezzel, hogy pontosabb és részletesebb belátást kapjanak a magyar diákok intelligencia szintjébe és hogy megvizsgálják vajon jó lesz e a Stanford Uni IQ tesztje a ""plebsnek"".","Nos, ami számomra igencsak meglepo volt az az, hogy az alternatív valamint a bemelegíto kérdések mintha jóval nehezebbek lettek volna, mint azok amiket elvilgeg a Stanford Uni adott... Lehet ez valami kis csel volt. Az is különös volt számomra, hogy mindegyik ANNYIRA matekos kérdés... És hogy a légzos feladat csak megnehezítette a dolgom, egyáltalán nem segített relaxálni, inkább csak idegesebb lettem, hát ha figyelni kell ennyi mindenre akkor hogy ne figyeljek egyszerre a semmire is... De amúgy jó kis teszt volt."
R_1MXHRtCVjDstVmt,2,2019/04/29 17:59:14,2019/04/29 18:57:25,P-422-05,Female,22,Érettségi,3,szociológia,Fixed,Mindfulness,2,5,2,3,2,3,3,4,3,4,3,2,3,3,3,3,4,5,3,4,2,2,2,3,2,2,2,1,3,3,0,2,0,3,2,2,0,2,2,2,4,2,2,3,3,3,1,2,2,3,2,3,2,1,5,3,2,5,3,5,3,4,5,5,3,5,4,5,NA,4,5,3,5,4,5,4,3,3,3,5,4,Nem,Fontos.,4,Soha,Két csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.",Képsorokat kellett folytatni és kilogikázni mi következik miután rájövünk a sorozat szabályaira.,Nem
R_1n9fV7059dIH8CW,17,2019/10/17 17:19:42,2019/10/17 18:44:30,P-422-21,Female,24,Egyetem,8,Anglisztika MA,Growth,Mindfulness,4,3,4,4,2,3,3,4,2,3,2,4,3,3,3,2,5,2,5,4,3,2,3,4,4,3,4,4,2,3,2,2,2,2,1,2,2,1,3,4,4,3,1,3,4,2,3,3,5,4,5,3,4,3,4,2,2,3,4,3,4,2,4,5,2,5,5,4,NA,7,7,6,7,7,7,6,6,7,7,7,7,Nem,Különösen fontos.,4,Soha,Három csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.",Az IQ teszt labori körülményének kitöltésének összehasonlítása az otthoni kitöltokkel.,"Az extra feladatoknál volt, ami ismétlodött."
R_1NDNySS45rinLsR,8,2020/03/09 17:50:44,2020/03/09 19:03:22,P-402-14,Female,22,Folyamatban lévo egyetemi tanulmányok,3,"Távol-keleti nyelvek és kultúrák, kínai szakirány",Fixed,Mindfulness,2,4,3,3,2,2,3,3,4,3,2,3,4,4,3,1,4,3,4,2,5,5,3,3,4,3,5,2,2,2,1,1,1,2,1,0,2,4,3,2,3,4,4,3,3,2,4,2,4,4,3,5,3,2,3,3,4,2,6,3,4,3,5,5,2,4,5,4,NA,7,7,1,7,7,4,1,7,3,6,6,2,Nem,Fontos.,2,Egy héten többször,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Ez a vizsgálat azt  mutatja meg milyen magas az egyén intelligenciája és a kutatók célja az vele, hogy ezt megismerhessük mi is.",Nem igazán.
R_1obDTlugmrvmckx,5,2019/10/03 17:28:56,2019/10/03 18:46:13,P-402-06,Female,21,Folyamatban lévo egyetemi tanulmányok,4,angol-francia osztatlan tanári,Fixed,Control,3,2,4,5,4,3,2,1,4,3,3,2,1,2,2,4,5,2,2,5,2,1,1,5,5,2,5,5,2,2,2,2,2,1,1,2,2,1,2,3,4,3,1,2,1,3,2,1,3,2,4,5,4,4,5,5,2,4,5,2,3,3,5,5,2,5,5,3,NA,6,6,5,6,6,5,4,6,4,4,6,6,Nem,Közepesen fontos.,3,Soha,Két csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Számomra ez a teszt alapvetoen a logikára és a logikus gondolkodásra épült és véleményem szerint kissé egysíkú volt a kitöltés alatt ahogyan mindig ugyanolyan típusú kérdések érkeztek elém és nem változatos más és más típusúak. 
A vizsgálat egy laboratóriumi körülmények között elvégzett inteligencia mérésrol szólt amellyel a kutatók célja az volt hogy minket laboratórium körülmények között a valós helyzetben mérjenek fel hogy ehhez késobb fel tudják használni az otthon elvégzett tesztek adatait hogy így a leheto legpontosabb eredményt kapják az otthon kitöltött tesztekrol. 
",Száamomra nem volt semi különös a tesztben mert láttam már korábban az alapveto felépítését egy gyakorlat során így maga a formátum már ismeros volt számomra a feladatok egyre nehezedo sorrendben jelentek meg elottünk amelyre a bevezeto felhívta a figyelmünket így ez sem ért meglepetésként.
R_1ODzzZNLk2nQtWi,1,2019/10/03 17:30:46,2019/10/03 18:51:15,P-422-05,Male,27,Egyetem,2,Andragógia,Fixed,Mindfulness,3,4,3,4,4,4,2,2,4,2,3,4,1,2,4,3,5,2,5,5,5,4,3,2,5,2,5,5,3,3,2,3,0,1,1,2,2,4,1,4,1,2,1,2,1,2,4,2,2,4,3,4,1,1,5,4,1,4,3,4,3,4,6,6,2,5,5,6,NA,2,2,2,2,2,2,2,2,2,2,2,2,Nem,Valamennyire fontos.,3,Egy héten többször,Semennyit.,"Több, mint öt egységnyit fogyasztottam.","Nem, nem használtam.","Az elmondottak alapján feltételezem, hogy az volt a cél, hogy tökéletesítsék ezt az intelligencia tesztet, mielott élesben használnák azt.
A vizsgálat az intelligencia szint mérésére szolgált.","Nincs összehasonlítási alapom, mert még nem végeztem ilyen tesztet.

Alapvetoen frusztrált lettem, amikor tudatosította bennem a próba feladat, hogy átlag alatti intelligencia szintem van.
"
R_1OlQHe9zxk1EnsM,13,2020/03/05 18:01:08,2020/03/05 18:52:25,P-402-04,Male,21,Folyamatban lévo egyetemi tanulmányok,3,Fizika,Fixed,Mindfulness,5,1,5,5,4,2,4,3,4,1,1,4,4,4,4,4,1,2,5,1,2,1,5,1,4,1,3,2,3,3,0,3,0,3,3,0,0,4,3,2,1,2,1,3,1,1,4,4,3,2,3,1,4,5,2,1,4,2,5,3,3,3,1,1,5,1,1,2,3,7,1,1,1,1,1,1,1,1,7,7,7,Igen,Közepesen fontos.,5,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A teszt IQ értéket térkéopezi fel, sajnos csak a rendszer felismero részen. Egy kontroll inteligencia szintet akarnak megállapítani a jovobeli kitöltésekhez.",Nem.
R_1Oq4sAYvdGVPN3M,7,2019/10/21 17:24:00,2019/10/21 18:47:01,P-402-06,Female,26,Folyamatban lévo egyetemi tanulmányok,4,Rekreáció,Growth,Control,1,6,1,2,3,2,2,2,3,3,2,2,3,3,3,3,2,3,4,1,2,3,4,4,3,2,4,1,3,3,1,3,2,2,2,1,0,3,3,4,1,3,2,2,2,3,3,2,4,3,4,4,3,3,3,3,5,2,1,2,5,1,1,1,6,1,1,4,NA,6,5,2,1,6,3,2,3,3,6,4,2,Nem,Fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Megnézzék, hogy 45 másodperc alatt képesek vagyunk e rájönni, hogy milyen szabályok alapján változnak az adott feladatban a formák, és ez alapján ki tudjuk e választani helyesen a hiányzó részletet. Ezzel felmérik, hogy mennyire vagyunk képesek gyorsan felmérni az adott holyzetet, illetve, hogy milyen a logikai gondolkodásunk.",Nem.
R_1P5IWn7Sncbco9x,1,2019/10/21 17:25:53,2019/10/21 18:36:55,P-402-18,Female,20,Érettségi,2,Szociális munka,Fixed,Mindfulness,3,4,3,3,3,4,4,3,3,3,2,3,3,3,3,2,3,4,5,3,2,2,3,4,5,3,4,2,2,2,1,2,1,0,0,1,2,1,3,1,2,4,3,3,3,3,3,1,2,3,3,4,4,2,4,4,4,3,4,3,4,2,2,2,5,3,4,2,2,6,6,3,3,6,3,2,5,2,6,6,5,Igen,Fontos.,4,Havonta,Semennyit.,Egy egységnyit fogyasztottam.,"Nem, nem használtam.",IQ mérésérol szólt ez a vizsgálat és a véleményünkrol a tesztrol.,Nem
R_1pQlh8PEUP46EKC,3,2019/10/17 17:24:16,2019/10/17 18:40:56,P-422-16,Female,20,Folyamatban lévo egyetemi tanulmányok,2,kémia,Fixed,Mindfulness,5,2,5,5,2,3,4,1,2,3,1,2,1,1,3,3,5,1,4,4,1,3,3,5,5,3,5,5,1,2,3,1,2,1,0,3,2,4,2,4,4,4,4,4,4,4,3,4,3,2,4,5,1,4,5,5,3,4,4,1,5,1,5,4,2,5,4,2,NA,7,4,4,7,7,4,4,7,4,7,7,7,Nem,Fontos.,1,Soha,Semennyit.,"Több, mint öt egységnyit fogyasztottam.","Nem, nem használtam.",Hogy az érzelmi állapotunk mennyire befolyásolja az intelligemciánkat.,"Az éles feladatoknál jobban tudtam koncentrálni,segítettek a bemelegíto kérdések és a szöveg meghallgatása."
R_1PXzGTazCzCAgJg,3,2019/10/17 17:23:49,2019/10/17 18:44:18,P-402-10,Male,21,Folyamatban lévo egyetemi tanulmányok,4,matematika,Fixed,Mindfulness,1,6,1,1,3,4,4,4,3,2,3,4,4,4,3,3,2,4,4,4,3,4,4,4,3,2,2,1,3,3,0,3,0,3,3,0,1,4,2,4,4,3,4,3,3,3,3,4,2,3,2,3,4,2,5,1,3,1,1,2,5,1,1,1,6,2,2,3,NA,6,7,1,7,1,1,1,7,1,7,7,2,Nem,Fontos.,6,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Egy alapot fektetni arra, hogy ha valaki otthon végzi el ezt a tesztet, az mennyiben befolyásolja, mennyiben ad más eredményt, mintha laboratóriumi körülmények között tenné azt.","A feladatok nevei nem mindig követték a számsorrendet, néha volt mellette betu is."
R_1Q4TleZi560s6HF,9,2019/04/29 17:55:44,2019/04/29 18:48:05,P-422-01,Male,21,Folyamatban lévo egyetemi tanulmányok,1,Anglisztika,Growth,Control,2,5,2,2,2,1,4,4,2,4,2,1,3,4,4,2,4,5,2,4,4,2,4,5,2,4,4,1,1,2,2,3,2,0,0,1,3,4,3,4,3,2,3,3,3,2,1,3,4,2,3,2,4,4,2,1,2,3,2,4,3,4,1,1,5,1,1,5,NA,5,5,2,3,5,2,2,3,2,5,5,5,Nem,Valamennyire fontos.,6,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Mi voltunk a kontroll csoport, azt akarják kideríteni, hogy otthoni környezetben is el lehet-e végezni az IQ tesztet ugyanúgy ahogy laboratóriumi körülmények között",Nem
R_1q875lqKZScVpHX,17,2019/10/10 17:31:02,2019/10/10 18:44:01,422-16,Female,20,Folyamatban lévo egyetemi tanulmányok,0,Kommunikáció- és Médiatudomány,Growth,Control,3,2,5,4,2,2,1,2,4,4,3,1,1,3,2,3,5,2,1,5,3,2,1,5,5,3,4,4,2,2,3,2,1,1,0,2,2,2,3,1,4,3,4,4,3,2,4,1,3,3,5,3,4,4,3,5,1,4,3,3,3,4,4,4,2,5,6,4,NA,4,5,4,7,5,5,4,4,7,4,7,4,Nem,Fontos.,4,Soha,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Azt vizsgálták, mennyire tér el egy itteni iskolai környezet az otthonitó, amikor a tesztet csináljuk, és én mindig is jó tanulónak számítottam, de eléggé rosszul esett, amikor a gyakorlás, azt írta, hogy átlag alatti az IQ-m. Lehet ez is hatással volt a normális feladatokra.",Egyszerubb volt mint a gyakorlás
R_1qfH11xog3qEATv,2,2019/11/04 17:26:14,2019/11/04 18:39:54,40213,Female,20,Folyamatban lévo egyetemi tanulmányok,2,csecsemo- és kisgyermeknevelo,Growth,Control,1,5,1,2,4,3,4,3,4,2,3,4,4,4,4,4,5,3,3,5,3,2,4,5,5,3,5,3,2,2,2,1,2,1,0,2,2,1,1,4,1,4,1,4,2,4,1,2,3,2,2,5,3,3,5,5,1,5,3,1,6,1,6,6,1,6,6,5,NA,7,7,2,7,7,7,3,1,7,7,7,7,Nem,Különösen fontos.,1,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A kutatóknak az lehetett a célja ezzel a vizsgálattal, hogy lássák egy adott személy fel ismeri-e a kapcsolatott az adott dolgok között, és rájön-e mi a hiányzó elem. 
 
A vizsgálat szerintemarról szólt, hogy felismerjük-e a szabályt. ahogy egymást követik a különbözo formák, és ezáltal kitudjuk-e választani a hiányzó formát.",Nem
R_1QtrCBYNit8jXo9,5,2019/10/03 17:34:44,2019/10/03 18:48:39,P-422-24,Female,25,Folyamatban lévo egyetemi tanulmányok,0,pszichológia,Fixed,Control,3,3,3,3,2,3,3,2,4,3,1,4,3,3,1,1,4,4,4,2,4,2,5,4,4,3,4,2,2,2,1,2,1,2,1,2,1,3,3,3,3,4,2,3,3,4,4,3,4,4,4,3,2,2,2,3,1,4,6,3,3,2,6,6,1,6,6,6,4,4,5,3,5,5,5,4,5,5,5,6,3,Igen,Fontos.,5,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Intelligencia vizsgálatáról szólt, a kutatók célja pedig ennek a mérése és felhasználása.",Az elso fele nehezebb volt.
R_1rIBJQDpfVASl91,2,2019/12/09 17:22:37,2019/12/09 18:40:00,P-402-07,Female,20,Folyamatban lévo egyetemi tanulmányok,0,informatikus könyvtáros,Fixed,Mindfulness,4,3,4,4,3,2,3,2,3,2,2,2,3,3,3,4,2,3,4,3,4,4,3,4,2,2,4,3,2,2,1,2,1,2,1,2,2,3,4,3,3,4,2,3,3,3,4,3,3,4,3,4,4,2,2,3,2,5,4,3,4,3,4,2,2,4,3,4,4,4,4,3,5,5,4,4,3,4,5,5,5,Igen,Közepesen fontos.,4,Soha,Két csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Egy új IQ teszt tesztelése, mely majd otthon is reális képet ad.",Nem.
